muzzle_preview_only,→ 지금은 미리보기에만 반영됩니다
muzzle_status_editing,편집 중: 등급 {0} ({1})
muzzle_on,총구 화염 켜기
muzzle_off,총구 화염 끄기
muzzle_off_notice,총구 화염이 꺼져 있습니다
muzzle_scope,적용 대상
muzzle_scope_player,내 총
muzzle_scope_everyone,모든 총
muzzle_grade_on,이 등급 화염 켜기
muzzle_grade_off,이 등급 화염 끄기
muzzle_grade_disabled_notice,이 등급 탄환에는 화염이 그려지지 않습니다
muzzle_section_color_inner,중심 색
muzzle_section_color_outer,바깥 색 (등급이 읽히는 곳)
muzzle_section_shape,모양
muzzle_section_sparks,불꽃
muzzle_field_size,크기
muzzle_field_duration,지속 시간
muzzle_field_alpha,투명도
muzzle_field_intensity,밝기
muzzle_field_spark_count,불꽃 개수
muzzle_field_spark_size,불꽃 크기
muzzle_preview_note,실제 이펙트를 그대로 찍어 반복 재생합니다
muzzle_random_applied,등급 {0} 화염에 랜덤 조합을 적용했습니다 (시드 {1}).
muzzle_reset_done,총구 화염을 기본값으로 되돌렸습니다
muzzle_mode,방식
muzzle_mode_tint,색만 바꾸기
muzzle_mode_replace,통째로 대체
muzzle_field_size_scale,크기 배율
muzzle_section_look,모양과 프리셋
muzzle_shape_prev,◀
muzzle_shape_next,▶
muzzle_shape_rescan,↻
muzzle_shape_glow,빛무리
muzzle_shape_heart,하트
muzzle_shape_star,별
muzzle_shape_diamond,다이아
muzzle_shape_ring,고리
muzzle_shape_sparkle,반짝임
muzzle_preset_flash,기본 화염
muzzle_preset_hearts,하트 뿅뿅
muzzle_preset_stardust,별가루
muzzle_preset_applied,등급 {0}에 "{1}" 프리셋을 적용했습니다.
muzzle_field_spark_spread,퍼짐 각도
muzzle_field_spark_spin,회전 속도
muzzle_stretch_on,진행 방향으로 늘이기
muzzle_stretch_off,늘이지 않기
muzzle_mode_overlay,함께 표시
muzzle_field_spark_distance,날아가는 거리
muzzle_field_spark_rise,떠오르는 높이
muzzle_preview_need_shot,한 발 쏘면 그 총의 실제 화염이 여기 나옵니다
muzzle_section_draw,도형 직접 그리기
muzzle_shape_name,이름
muzzle_shape_save,저장하고 쓰기
muzzle_shape_random,무작위 생성
muzzle_shape_clear,판 비우기
muzzle_shape_load,이 등급 도형 불러오기
muzzle_shape_delete,이 이름 도형 삭제
muzzle_shape_hint,칸을 끌어서 칠합니다. 칠해진 칸에서 시작하면 지웁니다.
muzzle_shape_saved,"{0}" 도형을 저장하고 이 등급에 적용했습니다.
muzzle_shape_loaded,"{0}" 도형을 판으로 불러왔습니다.
muzzle_shape_deleted,"{0}" 도형을 지웠습니다.
muzzle_shape_randomised,도형을 무작위로 만들었습니다 (시드 {0}).
muzzle_shape_need_name,이름을 먼저 적어 주세요.
muzzle_shape_empty,판이 비어 있습니다. 칸을 칠한 뒤 저장하세요.
muzzle_shape_full,도형은 {0}개까지 저장할 수 있습니다.
muzzle_shape_save_failed,도형을 저장하지 못했습니다.
muzzle_shape_not_drawn,직접 그린 도형이 아닙니다.
tab_melee,근접 참격
window_title_melee,근접 참격 — 등급 {0} {1}
melee_section_grade,무기 등급 선택
melee_follow_weapon,든 무기 등급 따라가기
melee_follow_state,무기 따라감
melee_manual_state,직접 선택
melee_applies_to_held,→ 지금 든 근접무기에 바로 반영됩니다
melee_preview_only,→ 지금은 미리보기에만 반영됩니다
melee_status_weapon,근접무기: {0}
melee_status_grade,무기 등급 {0}
melee_status_no_weapon,근접무기 없음 (근접무기를 들면 표시됩니다)
melee_status_editing,편집 중: 등급 {0} ({1})
melee_on,근접 참격 켜기
melee_off,근접 참격 끄기
melee_off_notice,근접 참격이 꺼져 있습니다
melee_scope,적용 대상
melee_scope_player,내 무기
melee_scope_everyone,모든 무기
melee_mode,방식
melee_mode_tint,색만 바꾸기
melee_mode_overlay,색 + 흩뿌림
melee_mode_replace,흩뿌림만
melee_grade_on,이 등급 참격 켜기
melee_grade_off,이 등급 참격 끄기
melee_grade_disabled_notice,이 등급 무기는 게임 원래 참격 그대로 나갑니다
melee_section_look,모양과 프리셋
melee_section_slash,참격 판
melee_section_sparks,흩뿌림
melee_field_spark_count,알갱이 개수
melee_field_spark_size,알갱이 크기
melee_field_spark_distance,날아가는 거리
melee_field_spark_arc,부채꼴 폭
melee_field_spark_rise,떠오르는 높이
melee_field_spark_spin,회전 속도
melee_field_spark_duration,남아 있는 시간
melee_preset_slash,칼날 파편
melee_preset_ember,불티
melee_preset_petal,꽃잎
melee_preset_applied,등급 {0}에 "{1}" 프리셋을 적용했습니다.
melee_preview_note,실제 이펙트를 그대로 찍어 반복 재생합니다
melee_preview_need_swing,한 번 휘두르면 그 무기의 실제 참격이 여기 나옵니다
melee_random_applied,등급 {0} 참격에 랜덤 조합을 적용했습니다 (시드 {1}).
melee_reset_done,근접 참격을 기본값으로 되돌렸습니다
melee_field_spark_window,뿌리는 시간
melee_field_spark_scatter,흩어짐
melee_field_spark_ring,고리 위치
melee_slash_shape,참격 모양
melee_slash_game,게임 기본
melee_field_slash_facing,호 방향
melee_section_color_slash,참격 색 (휘두를 때 나오는 호)
melee_field_slash_alpha,참격 투명도
melee_field_slash_intensity,참격 밝기
melee_section_color_inner,흩뿌림 안쪽 색
melee_section_color_outer,흩뿌림 바깥 색
melee_field_alpha,흩뿌림 투명도
melee_field_intensity,흩뿌림 밝기
section_texture,모양 그림
section_texture_default,기본 (그림 없음)
field_world_trail_on,지나간 자리에 남기기
field_world_trail_off,무기를 따라오게
section_basic,기본
section_advanced,고급
section_surface,표면과 노이즈
section_motion,움직임과 잔상
section_flipbook,플립북 (여러 칸 시트)
section_ring,링 (무기를 도는 광점)
section_share,설정 주고받기
field_roundness,둥글기
field_boxiness,각짐
field_noise_strength,노이즈 세기
field_noise_frequency,노이즈 주기
field_rotation_speed,회전 속도
field_drag,감속
field_tiles_x,가로 칸
field_tiles_y,세로 칸
field_flipbook_fps,재생 속도(0=수명)
field_ring_on,링 켜기
field_ring_off,링 끄기
field_ring_count,링 개수
field_ring_radius,링 반지름
field_ring_size,링 입자 크기
field_ring_speed,링 회전 속도
field_ring_tilt,링 기울기
field_ring_bob,링 상하 흔들림
share_copy,이 등급 설정 복사
share_paste,붙여넣기로 적용
share_copied,등급 {0} 설정을 클립보드에 복사했습니다 ({1}자).
share_pasted,등급 {0}에 붙여넣은 설정을 적용했습니다.
share_not_found,클립보드에 오라 설정이 없습니다.
share_failed,설정을 읽지 못했습니다.
field_ring_roll,링 회전축
field_ring_texture,링 문양
field_ring_texture_same,오라와 같게
